,title,price,num_owners_from_new_text,reg,car_type,miles,eng,bhp,gears,fuel,extra_detail,seller_type,distance,seller_town,link
345,Nissan Note Hatchback Special Ed 1.4 N-Tec 5dr,4350.0,Bluetooth System + USB Port!,2010 (10 reg),Hatchback,26970,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 410 cars
","
glasgow - 
124 miles away
                ",glasgow,/classified/advert/201907069780736?minimum-badge-engine-size=1.4&price-to=4000&sort=distance&radius=1501&maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=ne46an&advertising-location=at_cars&page=28
346,Vauxhall Corsa 1.4 Active 3Dr [ac],3991.0,MEGA USED CAR EVENT! ,2012 (12 reg),Hatchback,65948,1.4L,99bhp,Manual,Petrol,Franchise,"
Trade seller - See all 50 cars
","
bristol - 
246 miles away
                ",bristol,/classified/advert/201906259377416?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
347,Vauxhall Astra 1.4 i 16v Turbo Elite 5dr,3995.0,FULL SERVICE HISTORY,2010 (10 reg),Hatchback,84000,1.4L,138bhp,Manual,Petrol,,"
Trade seller - See all 70 cars
","
stockton-on-tees - 
32 miles away
                ",stockton-on-tees,/classified/advert/201901264311927?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
348,Citroen C3 Desire 1.4 5dr,995.0,SPARES OR REPAIR,2006 (06 reg),Hatchback,71000,1.4L,75bhp,Manual,Petrol,,"
Trade seller - See all 39 cars
","
middlesbrough - 
32 miles away
                ",middlesbrough,/classified/advert/201906088809054?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
349,Hyundai i30 1.4 Edition 5dr,3901.0,,2010 (60 reg),Hatchback,47000,1.4L,107bhp,Manual,Petrol,,"
Private seller
    ","
middlesbrough - 
32 miles away
                ",middlesbrough,/classified/advert/201905298465698?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
350,KIA Ceed CVVT SR 1.4 5dr,1390.0,SERVICE HISTORY/S-HISTOR,2007 (07 reg),Hatchback,99800,1.4L,103bhp,Manual,Petrol,,"
Trade seller - See all 40 cars
","
darlington - 
32 miles away
                ",darlington,/classified/advert/201906149018658?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
351,Toyota Urbancruiser D-4D 90 Entry 1.4,3000.0,"LEATHER,DAB,BLUETOOTH ",2010 (10 reg),Hatchback,135600,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 40 cars
","
darlington - 
32 miles away
                ",darlington,/classified/advert/201907019606771?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
352,Vauxhall Astra 1.4T 140 SRi 5dr,3490.0,FULL SERVICE HISTORY,2012 (12 reg),Hatchback,87300,1.4L,138bhp,Manual,Petrol,,"
Trade seller - See all 40 cars
","
darlington - 
32 miles away
                ",darlington,/classified/advert/201907089862649?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
353,Honda Jazz I-VTEC EX 1.4 5dr,2995.0,,2009 (59 reg),Hatchback,104000,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 36 cars
","
stockton-on-tees - 
32 miles away
                ",stockton-on-tees,/classified/advert/201907240409317?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
354,Peugeot 207 1.4 HDi Sportium 3dr,2995.0,£20 ROAD TAX 80MPG,2012 (12 reg),Hatchback,104934,1.4L,68bhp,Manual,Diesel,,"
Trade seller - See all 19 cars
","
stockton-on-tees - 
32 miles away
                ",stockton-on-tees,/classified/advert/201907230361943?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
355,Ford Fusion 1.4 Zetec 5dr [Climate],3000.0,Call us weekdays until 8pm,2012 (12 reg),Hatchback,76308,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 157 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201906018550350?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
356,SEAT Ibiza 1.4 REFERENCE 3d 74 BHP ONE FORMER KEEPER,1695.0,SERVICE HISTORY,2006 (06 reg),Hatchback,67000,1.4L,73bhp,Manual,Petrol,,"
Trade seller - See all 37 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201904297442022?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
357,Citroen C3 1.4 E-HDI EGS AIRDREAM VTR PLUS 5d 68 BHP PANORAMIC ROOF!,3995.0,£0 ROAD TAX! AUTO!,2012 (12 reg),Hatchback,38992,1.4L,70bhp,Automatic,Diesel,,"
Trade seller - See all 76 cars
","
chester le street - 
9 miles away
                ",chester le street,/classified/advert/201907260480626?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
358,KIA Venga 1.4 CRDi 2 5dr,4800.0,Reversing Aid & Hill Assist,2013 (63 reg),Hatchback,45351,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 214 cars
","
kirkcaldy - 
100 miles away
                ",kirkcaldy,/classified/advert/201907220341635?sort=distance&maximum-badge-engine-size=1.4&radius=1501&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&minimum-badge-engine-size=1.4&price-to=4000&page=29
359,Hyundai i20 1.4 Comfort 5dr Hatchback,3095.0,CD Player,2009 (09 reg),Hatchback,61706,1.4L,98bhp,Manual,Petrol,Franchise,"
Trade seller - See all 37 cars
","
luton - 
219 miles away
                ",luton,/classified/advert/201906249362377?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
360,Nissan Note 1.4 ACENTA 5d 88 BHP ONE FORMER KEEPER,2495.0,SERVICE HISTORY 5 STAMPS,2008 (08 reg),Hatchback,43700,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 37 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907260480627?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
361,Toyota Yaris 1.4 TR D-4D 5d 89 BHP ONE OWNER FROM NEW,3495.0,FULL SERVICE HISTORY 11 STAMPS,2008 (08 reg),Hatchback,59919,1.4L,88bhp,Manual,Diesel,,"
Trade seller - See all 37 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907130039164?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
362,Volkswagen Polo 1.4 MATCH TDI 5d 68 BHP,3495.0,SERVICE HISTORY,2009 (58 reg),Hatchback,73000,1.4L,69bhp,Manual,Diesel,,"
Trade seller - See all 37 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201904126921307?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
363,Honda Jazz 1.3 I-VTEC EX 5d 98 BHP ONE FORMER KEEPER,3995.0,SERVICE HISTORY,2010 (60 reg),Hatchback,62311,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 37 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201906199179987?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
364,Peugeot 207 1.4 HDi Sport 5dr,1995.0,Low Tax Bracket,2008 (58 reg),Hatchback,70639,1.4L,68bhp,Manual,Diesel,,"
Trade seller - See all 59 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907089845943?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
365,"Citroen C3 1.4 HDi 8v VTR+ Hatchback 5dr Diesel Manual (112 g/km, …",2999.0,£30 A Year Road Tax,2010 (60 reg),Hatchback,55000,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 59 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201905107805013?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
366,Vauxhall Astra 1.4 i VVT 16v SRi 5dr,3999.0,,2014 (63 reg),Hatchback,115000,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 59 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201905298450842?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
367,Peugeot 207 1.4 VTi Sport 3dr,1350.0,,2008 (08 reg),Hatchback,51100,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 61 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907270511616?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
368,Nissan Note 1.4 16v n-tec+ 5dr,3250.0,,2012 (12 reg),Hatchback,63000,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 61 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201906279456538?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
369,Nissan Note 1.4 16v Acenta 5dr,2495.0,"69,000 MILES",2009 (09 reg),Hatchback,69000,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
redcar - 
33 miles away
                ",redcar,/classified/advert/201907240405900?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
370,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,AIR CON-ALLOYS-,2010 (60 reg),Hatchback,25472,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240397201?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
371,KIA Venga 1.4 CRDi 2 5dr,4800.0,Reversing Aid & Hill Assist,2013 (63 reg),Hatchback,45351,1.4L,89bhp,Manual,Diesel,,"
Trade seller - See all 214 cars
","
kirkcaldy - 
100 miles away
                ",kirkcaldy,/classified/advert/201907220341635?sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&advertising-location=at_cars&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&radius=1501&price-to=4000&postcode=ne46an&page=30
372,"Honda Civic 1.4 i-VTEC Si Hatchback 5dr Petrol Manual (135 g/km, …",3799.0,1/2 Leather Air Con Alloys,2010 (10 reg),Hatchback,82341,1.4L,98bhp,Manual,Petrol,,"
Trade seller
    ","
scunthorpe - 
103 miles away
                ",scunthorpe,/classified/advert/201907150092352?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
373,Honda Civic 1.4 i-VTEC Type S 3dr,2495.0,FULL SERVICE HISTORY ,2010 (10 reg),Hatchback,111000,1.4L,98bhp,Manual,Petrol,,"
Trade seller - See all 10 cars
","
redcar - 
33 miles away
                ",redcar,/classified/advert/201906289508762?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
374,Ford Fiesta 1.4 Style 5dr,1395.0,,2006 (56 reg),Hatchback,102378,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 17 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201906189138090?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
375,Volkswagen Polo 1.4 SE 80 5dr,1495.0,,2007 (57 reg),Hatchback,102688,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 17 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201906189138086?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
376,Nissan Note 1.4 Acenta 5dr,1595.0,,2008 (08 reg),Hatchback,95891,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 17 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201906189138069?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
377,Ford Fiesta 1.4 TDCi Style 5dr,1995.0,,2009 (09 reg),Hatchback,79320,1.4L,67bhp,Manual,Diesel,,"
Trade seller - See all 17 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907190230414?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
378,Nissan Note 1.4 Acenta 5dr,2195.0,,2009 (09 reg),Hatchback,105002,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 17 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201906189138053?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
379,Nissan Note 1.4 16v Acenta 5dr,2995.0,"Full Service History, 12m MOT!",2010 (60 reg),Hatchback,74293,1.4L,87bhp,Manual,Petrol,,"
Trade seller - See all 28 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907260479098?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
380,Ford Fiesta 1.4 Zetec Climate Durashift EST 5dr,2995.0,"Automatic, 1 Owner From New!",2007 (07 reg),Hatchback,35089,1.4L,79bhp,Automatic,Petrol,,"
Trade seller - See all 28 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907109917185?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
381,Citroen C3 1.4 HDi 8v VTR+ 5dr,3495.0,"12m MOT, £20 Road Tax!",2011 (11 reg),Hatchback,54321,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 28 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201907250432892?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
382,Vauxhall Corsa 1.4 i 16v SRi 3dr (a/c),3995.0,Low Miles Full Service History,2011 (61 reg),Hatchback,64225,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 28 cars
","
middlesbrough - 
33 miles away
                ",middlesbrough,/classified/advert/201905188083316?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
383,Fiat Punto 1.4 8V Easy (s/s) 3dr EU5,4000.0,ALLOYS+CLIMATE+FSH+2 KEYS,2013 (13 reg),Hatchback,41000,1.4L,77bhp,Manual,Petrol,,"
Trade seller - See all 34 cars
","
selby - 
89 miles away
                ",selby,/classified/advert/201907049721193?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
384,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?advertising-location=at_cars&radius=1501&price-to=4000&minimum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&sort=distance&maximum-badge-engine-size=1.4&postcode=ne46an&page=31
385,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,5dr-AUTOMATIC-45K-CRUISE,2011 (11 reg),Hatchback,45000,1.4L,99bhp,Automatic,Petrol,,"
Trade seller - See all 65 cars
","
cramlington - 
8 miles away
                ",cramlington,/classified/advert/201907220340137?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
386,Peugeot 206 SW 1.4 HDi S 5dr (a/c),1150.0,,2005 (55 reg),Estate,99000,1.4L,67bhp,Manual,Diesel,,"
Trade seller
    ","
stockton-on-tees - 
34 miles away
                ",stockton-on-tees,/classified/advert/201905268357485?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
387,Ford Fiesta 1.4 Zetec Blue Edition 5dr,2250.0,,2008 (58 reg),Hatchback,47000,1.4L,79bhp,Manual,Petrol,,"
Trade seller
    ","
stockton-on-tees - 
34 miles away
                ",stockton-on-tees,/classified/advert/201901294399165?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
388,Ford Fiesta 1.4 Zetec 5dr,2950.0,,2010 (59 reg),Hatchback,72000,1.4L,94bhp,Manual,Petrol,,"
Trade seller
    ","
stockton-on-tees - 
34 miles away
                ",stockton-on-tees,/classified/advert/201905087737532?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
389,Peugeot 207 1.4 16v S 5dr,1495.0,Recent cambelt change,2007 (07 reg),Hatchback,89876,1.4L,90bhp,Manual,Petrol,,"
Trade seller - See all 30 cars
","
darlington - 
34 miles away
                ",darlington,/classified/advert/201810171572030?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
390,SEAT Ibiza 1.4 16v SE 5dr,2590.0,Very clean example,2009 (09 reg),Hatchback,82710,1.4L,84bhp,Manual,Petrol,,"
Trade seller - See all 30 cars
","
darlington - 
34 miles away
                ",darlington,/classified/advert/201903226167955?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
391,Honda Jazz 1.4 i-DSI SE Sport 5dr,700.0,,2004 (04 reg),Hatchback,83357,1.4L,82bhp,Manual,Petrol,,"
Private seller
    ","
redcar - 
34 miles away
                ",redcar,/classified/advert/201907230382596?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
392,SEAT Ibiza 1.4 16v SE ST 5dr,3295.0,***12 months mot***,2012 (62 reg),Estate,93913,1.4L,84bhp,Manual,Petrol,,"
Private seller
    ","
middlesbrough - 
34 miles away
                ",middlesbrough,/classified/advert/201906179097799?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
393,Citroen C3 1.4i 16v (95bhp) VTR+ 5dr,3190.0,£0 DEPOSIT FINANCE AVAILABLE ,2010 (10 reg),Hatchback,60801,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 73 cars
","
yarm - 
35 miles away
                ",yarm,/classified/advert/201907170149552?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
394,KIA Venga 1.4 1 5dr,3890.0,INC 12M WARRANTY*NO ADMIN FEES,2011 (61 reg),Hatchback,52451,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 73 cars
","
yarm - 
35 miles away
                ",yarm,/classified/advert/201906219243161?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
395,Alfa Romeo Mito 1.4 TB MultiAir Distinctive 3dr,2995.0,Alfa Romeo Mito distinctive ,2012 (12 reg),Hatchback,83072,1.4L,140bhp,Manual,Petrol,,"
Private seller
    ","
middlesbrough - 
35 miles away
                ",middlesbrough,/classified/advert/201907180212514?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
396,Vauxhall Corsa 1.4 i 16v SXi 5dr,3999.0,AIR CON-ALLOYS-,2010 (60 reg),Hatchback,25472,1.4L,99bhp,Manual,Petrol,,"
Trade seller - See all 100 cars
","
newcastle upon tyne - 
5 miles away
                ",newcastle upon tyne,/classified/advert/201907240397201?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
397,Citroen C3 HDI 5DR 1.4cc***Low Mileage With Bluetooth …,4000.0,ONE OWNER FROM NEW,2013 (63 reg),Hatchback,41880,1.4L,70bhp,Manual,Diesel,,"
Trade seller - See all 83 cars
","
wilmslow - 
117 miles away
                ",wilmslow,/classified/advert/201907160135218?maximum-badge-engine-size=1.4&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&minimum-badge-engine-size=1.4&price-to=4000&radius=1501&sort=distance&postcode=ne46an&advertising-location=at_cars&page=32
398,Ford Fusion PURSUIT CLIMATE With One Owner From New 1.4 5dr,2600.0,FULL FORD SERVICE HISTORY,2007 (57 reg),Hatchback,40604,1.4L,79bhp,Manual,Petrol,,"
Trade seller - See all 117 cars
","
barnsley - 
98 miles away
                ",barnsley,/classified/advert/201907099874357?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
399,Fiat Qubo 1.4 Active 5dr,2250.0,,2010 (10 reg),MPV,65000,1.4L,73bhp,Manual,Petrol,,"
Trade seller
    ","
guisborough - 
39 miles away
                ",guisborough,/classified/advert/201907240418227?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
400,Vauxhall Corsa 1.4 i 16v Design 5dr (a/c),1695.0,Excellent Condition,2007 (07 reg),Hatchback,92826,1.4L,89bhp,Manual,Petrol,,"
Trade seller - See all 12 cars
","
middlesbrough - 
40 miles away
                ",middlesbrough,/classified/advert/201907120010091?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
401,Peugeot 207 SW 1.4 VTi S 5dr (a/c),2345.0,Full Service History,2009 (09 reg),Estate,57707,1.4L,95bhp,Manual,Petrol,,"
Trade seller - See all 12 cars
","
middlesbrough - 
40 miles away
                ",middlesbrough,/classified/advert/201905298449062?price-to=4000&sort=distance&minimum-badge-engine-size=1.4&maximum-badge-engine-size=1.4&postcode=ne46an&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&advertising-location=at_cars&radius=1501&page=33
